,meanx,meany,meanz,standardx,standardy,standardz,minimumx,minimumy,minimumz,maximumx,maximumy,maximumz,variancex,variancey,variancez,medianx,mediany,medianz,skewnessx,skewnessy,skewnessz,percent_25x,percent_25y,percent_25z,percent_75x,percent_75y,percent_75z,kurtosisx,kurtosisy,kurtosisz,spectralE_x,spectralE_y,spectralE_z,zero_crossx,zero_crossy,zero_crossz,dominant_freqx,dominant_freqy,dominant_freqz,corxy,corxz,coryz,activity
0,8.277640230500001,8.275092743000002,8.2752204584,2.3503535374237465,2.364960477808236,2.359422028782837,-6.9514,-7.02544,-7.14018,12.4517,12.4123,11.9968,5.524161750880319,5.593038061594959,5.566872309905719,8.79068,8.794115000000001,8.803194999999999,-3.9183872476491053,-3.934199900394616,-3.917622733941201,8.12315,8.121625,8.121455,9.170285,9.173639999999999,9.146230000000001,18.678348774738133,18.75362874528286,18.61374718798581,74043.48953647248,74070.19796684622,74046.14594502763,217,216,200,8277.640230500001,8275.092743,8275.2204584,0.9167114579231688,-0.9929747766385781,-0.8629941310484377,0
1,6.4559118405,6.4517622900000005,6.4546572374,2.599502004340334,2.6018435482340987,2.595849400799381,-6.9514,-7.02544,-7.14018,12.4517,12.4123,11.9968,6.757410670569415,6.769589849487405,6.738434111630506,5.966395,5.99294,5.9992149999999995,-1.4466544013450287,-1.4929448815958373,-1.4759610923418245,4.985642499999999,4.986190000000001,4.985480000000001,8.1423025,8.1463575,8.189435,5.709035807994194,5.919740594622233,5.851275118790824,48436.2083628775,48394.82649615344,48401.03416395072,49,55,61,6455.9118405,6451.762290000001,6454.6572374,0.6876873212810759,0.09165358746132041,-0.6599221806720779,0
2,5.15030948,5.1574332169999995,5.157747379000001,0.670587580488134,0.6650776240931249,0.6611945756021531,1.05451,0.262818,0.261184,10.6643,9.83278,9.59361,0.4496877031049296,0.44232824606935595,0.43717826680571137,5.02457,5.02564,5.02506,-0.1045431726017523,-0.329418925452932,-0.22571318256368592,4.911099999999999,4.9118175,4.9099,5.39055,5.3976074999999994,5.4315225,12.087284626134993,10.926299309044976,10.614694953055752,26975.375442882807,27041.445633884316,27039.53629238708,197,206,197,5150.30948,5157.433217,5157.747379,-0.9996722195606776,0.9761523205299137,-0.9813901732729664,1
3,5.052480900000001,5.05613557,5.05615554,0.11112826105176847,0.11079647001269986,0.11010472795983106,4.68494,4.68331,4.68473,5.33162,5.36605,5.4421,0.01234949040439,0.0122758577672751,0.012123051119108403,5.063305,5.063665,5.0635200000000005,-0.18225080408697295,-0.28941157485759045,-0.16538460338883607,4.98719,4.98784,4.98824,5.138042500000001,5.13879,5.13882,-0.0011211760234233203,0.10355071782507874,0.10462912093524279,25539.91273526919,25576.782759986505,25576.83189579179,350,327,315,5052.4809000000005,5056.13557,5056.15554,-0.9628605091538537,-0.8614024162528608,0.6922714703303788,1
4,5.121722579999999,5.12184579,5.12768898,0.2626688407956749,0.2624012067570877,0.2645959274753857,2.65483,2.46128,2.42585,7.25117,7.10418,7.279789999999999,0.06899491992494358,0.0688543933075759,0.07001100483655957,5.102625,5.10278,5.10323,0.9062565939873641,0.51984115283569,0.8331062580759063,5.06316,5.06291,5.06345,5.1768374999999995,5.17741,5.177980000000001,35.91826808374073,35.61555509458483,37.29136662812143,26301.037106406795,26302.158689848296,26363.205280449998,454,440,394,5121.72258,5121.845789999999,5127.68898,0.14426963500128764,0.3979237961505289,0.9652291402499267,1
5,5.44366284,5.4451385,5.45057589,0.4070692557066112,0.40854333268669313,0.407356588770831,2.65483,2.46128,2.42585,7.25117,7.10418,7.279789999999999,0.1657053789415344,0.16690765468275004,0.16593939041500788,5.61811,5.62035,5.620325,-0.6503006409239458,-0.7531019234538675,-0.6726200115956851,5.10307,5.10307,5.1035775,5.77073,5.77103,5.7714,4.8988429447308075,5.039253589644412,5.356696315580372,29799.170494538408,29816.44093886501,29874.716923064298,29,29,31,5443.662840000001,5445.138500000001,5450.57589,-0.5877854811506844,0.10841384221889691,-0.8679724430836868,1
6,5.76426951,5.76417454,5.76740346,0.10202381659034275,0.09585574095372901,0.09371623760602214,4.3424,4.37218,4.59633,6.00004,5.96109,6.07428,0.010408859151659896,0.0091883230737884,0.008782733191028399,5.77111,5.771059999999999,5.77135,-4.8827713779202,-4.935411811576419,-3.7626349185541876,5.73245,5.732480000000001,5.7327,5.8104375,5.80963,5.8098425,55.38476263218409,57.598064334007915,37.94547255629586,33237.2118430673,33234.896450658,33271.725403611,477,486,496,5764.26951,5764.17454,5767.40346,0.8415426352947479,0.9544092219760273,0.9644236880467009,1
7,6.0793322100000005,6.0785725500000005,6.07874159,1.0244826338605335,1.0300118703344139,1.0218487705501103,5.507280000000001,5.5067,5.54397,12.9394,13.5144,12.5553,1.049564667081816,1.0609244530297974,1.044174909874772,5.8082400000000005,5.80793,5.8076799999999995,3.709121548560974,3.7089985856156513,3.6718143678089876,5.7343675,5.733827499999999,5.73425,5.84887,5.84825,5.8483325,13.400311771397178,13.474432129382517,12.93174592812608,38007.84478662533,38009.96869864332,37995.27422787051,395,431,425,6079.3322100000005,6078.572550000001,6078.74159,-0.6718076792974628,0.7526629538996643,-0.017946551160809735,1
8,1.3584606773999999,1.3574733749999999,1.3497963889999995,5.269477064270214,5.271413561264304,5.269528578757225,-9.16342,-9.313419999999999,-8.62953,12.9394,13.5144,12.5553,27.767388530869837,27.78780093388122,27.767931442339133,5.656105,5.6208100000000005,5.619680000000001,0.05116221793141203,0.05326209682518079,0.05217901687624455,-3.92267,-3.9217125,-3.9220825000000006,5.819612500000001,5.8125575000000005,5.81102,-1.739797089156365,-1.7357552786936978,-1.7414150773424464,29612.803942911916,29630.534897715108,29589.881734096572,21,17,15,1358.4606774,1357.473375,1349.796389,-0.006481222206694457,0.17106697185465883,0.9841299861735922,1
9,-3.8022631425999998,-3.8035383449999998,-3.8106032109999997,1.273332240740679,1.2612472679295565,1.2403905908847666,-9.16342,-9.313419999999999,-8.62953,10.265,9.558689999999999,9.95779,1.6213749953096785,1.5907446708597703,1.5385688179554604,-3.9236,-3.9233300000000004,-3.9236199999999997,7.12333341628496,7.159003133612881,7.198582529342912,-3.9983,-3.99842,-3.9982,-3.8832275000000003,-3.84865,-3.8830850000000003,58.89407749262186,60.197239944190386,61.281649218543095,16078.580000884112,16057.64861274511,16059.265649638972,413,426,406,170.39710446234545,168.58431362762104,165.58139168239808,-0.9785387138666816,-0.9988212008567049,0.9673827485536417,1
10,-3.9894003000000002,-3.98883346,-3.9926576999999996,0.24863081485952224,0.25613984762474656,0.2561584598620744,-7.53758,-7.38508,-7.6326,-3.1741599999999996,-3.5532199999999996,-3.15512,0.06181728209771002,0.0656076215412284,0.06561715655891,-3.96026,-3.96012,-3.9604899999999996,-7.384437505781027,-7.337795623128589,-7.179078103875448,-3.9992599999999996,-3.9988900000000003,-3.9991324999999995,-3.8868775,-3.88602,-3.9209400000000003,77.5985950348671,74.12013698939828,73.03490545627807,15977.132035737803,15976.399993156803,16006.932665928205,427,461,457,9.33127634321861,10.581148765627763,11.973096405484984,0.8600704312009325,-0.9336407057830961,-0.9857471119632814,1
11,,,,,,,-7.53758,-7.38508,-7.6326,10.9853,10.9477,10.4918,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.3123617080438356,0.9798807757364271,0.11648002521004958,1
12,,,,,,,-5.5537,-5.92936,-5.31456,10.9853,10.9477,10.4918,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.9144053323785558,-0.9585405012082651,-0.7611442784298545,1
13,1.3245201400000002,1.3220893580000002,1.3212086749999998,0.09760107857898087,0.0968621742749451,0.0980128216429737,1.0009,0.961039,0.997767,1.71953,1.6457099999999998,1.68515,0.009525970539780399,0.009382280805269837,0.009606513206417375,1.33951,1.30593,1.3057400000000001,0.0976065638575858,0.012599331488563032,-0.05380988655221313,1.26477,1.26439,1.26463,1.3804875,1.37996,1.3798700000000002,0.10520952568945363,0.12581628227144082,0.2531575617166406,1763.8795718054002,1757.3025513421226,1755.1988761016726,404,419,387,1324.52014,1322.0893580000002,1321.2086749999999,-0.8774177294818781,-0.9737271602845597,0.7451230433937518,1
14,1.31140571,1.307332598,1.312273117,0.09049046778471145,0.09102965733700416,0.09100868826597443,1.0009,0.961039,0.997767,1.56966,1.5705799999999999,1.57176,0.0081885247598959,0.008286398514892395,0.008282581339893312,1.30426,1.30377,1.30413,-0.04027237931930441,-0.01788907454741253,-0.03998851235637518,1.26393,1.23016,1.26447,1.3792999999999997,1.37853,1.37904,-0.012973032203251744,0.041947603780819964,0.08494947680733711,1727.9734609805,1717.4049203083216,1730.3433149407892,425,406,403,1311.40571,1307.332598,1312.273117,0.8086707968172487,-0.9232363004919221,-0.5205649729030138,1
15,1.31738721,1.31872667,1.32078607,0.08882675571986123,0.09016410635841239,0.09144180232505865,1.0010299999999999,1.0002799999999998,1.03629,1.56941,1.64357,1.60605,0.0078901925317159,0.008129566075411102,0.0083616032124551,1.30524,1.33949,1.306745,-0.04085331898753814,-0.06755324468866172,-0.05491979589558986,1.2649299999999999,1.2646,1.2652700000000001,1.3797225,1.3797225,1.3798,-0.0625065974808372,0.05214344569531537,-0.007901497451736184,1743.3992536033004,1747.1695962447,1752.8374459185004,452,452,428,1317.38721,1318.72667,1320.78607,-0.5007522862345063,0.19440107897909487,0.7517302228476638,1
16,1.324338125,1.32604349,1.3215685399999997,0.08733460237620239,0.09062523764559131,0.09026229545091571,0.998935,1.0002799999999998,1.03629,1.56941,1.72268,1.60605,0.007627332772209375,0.0082129336983199,0.0081472819800684,1.3404099999999999,1.3407200000000001,1.30689,-0.17232482756176462,-0.024942572242527387,-0.11795946581000782,1.26589,1.26556,1.26533,1.3804299999999998,1.38089,1.37996,0.11755948643207059,0.2920712731785211,-0.06034729973378017,1761.4988021007252,1766.6042710696993,1754.6906878977998,478,434,445,1324.3381250000002,1326.0434899999998,1321.5685400000002,0.3063604716050328,-0.5143946028789053,-0.9739088098352495,1
17,1.8217542016,1.8269858417999998,1.828396199,1.8225582158670315,1.8318294446275558,1.8402261069836907,-0.369285,-0.408056,-0.25918800000000003,13.7879,14.0464,13.7855,3.3217184502244166,3.3555991142045,3.3864321248243496,1.341125,1.341795,1.34083,3.7710668180668754,3.7619414865701244,3.7570323471606346,1.26714,1.26622,1.26619,1.41629,1.4173200000000001,1.4173200000000001,14.477377761704695,14.403010206997166,14.329702854601233,6640.506821271671,6693.476380342154,6729.4647853419965,414,390,382,1821.7542016000002,1826.9858418000001,1828.3961989999998,0.2377066515420486,0.9999568143932006,0.24672351713479598,1
18,5.3261095666,5.3298381718,5.3274579090000005,3.5957093565657674,3.5928552455882063,3.5910373363685104,-0.369285,-0.408056,-0.25918800000000003,13.7879,14.0464,13.7855,12.929125776894605,12.90860881575069,12.895549151192645,6.8904499999999995,6.89201,6.867864999999999,-0.050522759482315195,-0.05491178593390083,-0.052951300818117844,1.34202,1.3427275,1.34269,8.4887425,8.5100475,8.4976775,-1.6439652778064466,-1.6464613710900984,-1.6456050487188552,41296.568892322655,41315.78375332706,41277.356923359315,58,54,60,5326.1095666,5329.8381718,5327.457909000001,-0.29316650367935904,-0.9284708041141178,0.6272828994627477,1
19,8.74509145,8.744995849999999,8.73817986,1.1576142477836033,1.1458050355254499,1.139640518957,2.76302,3.0274900000000002,2.46212,15.1205,15.159,13.1301,1.3400707466715975,1.3128691794354774,1.2987805124485803,9.00526,8.962795,8.954695000000001,-0.5517067990042038,-0.5523374792878484,-0.737422571129534,8.186259999999999,8.184027500000001,8.1802825,9.42548,9.39958,9.42925,3.0322483360861794,3.1580237311046124,2.604498876406856,77816.69521553465,77787.8215959527,77654.5677781582,150,148,164,8745.09145,8744.99585,8738.17986,0.7029361028366741,0.9965210942622686,0.6412141758037051,1
20,8.81957959,8.81921287,8.81900627,0.7686583757647685,0.7598495383945844,0.7435971767298388,4.76657,5.6986300000000005,5.77539,15.1205,15.159,13.1301,0.590835698633332,0.577371320998463,0.5529367612405871,8.6424,8.61712,8.60793,1.0377288896223573,1.1423328179323848,0.8309284669021814,8.41686,8.4164475,8.4166225,9.353922500000001,9.353534999999999,9.354135,8.512694519849335,8.73819354419005,4.892730530751651,78375.81984297787,78355.88696737212,78327.8083515399,122,98,104,8819.57959,8819.21287,8819.006270000002,0.9789206790414491,-0.9728264048819186,-0.9996089237827238,1
21,8.0744434,,8.076172540000002,1.1022668515561194,,1.1005829322011806,1.61768,1.8062099999999999,1.6575900000000001,13.1658,13.2449,12.9794,1.21499221203944,,1.2112827906525485,8.437365,,8.453455,-1.27754489872052,,-1.2702844040329218,7.7107875,,7.7484525,8.64309,,8.6317425,4.406806852623004,,4.480767607717268,66411.62843184303,,66435.84568650261,153,0,177,8074.443400000001,,8076.1725400000005,0.8450275085993392,-0.3958152239419343,0.15657736107800113,1
22,6.98104076,,6.9826194500000005,1.1797507595329713,,1.1778325686344377,1.61768,1.8062099999999999,1.6575900000000001,11.9785,12.093,12.0899,1.3918118546186224,,1.3872895597359975,6.369665,,6.37014,0.6009608557956518,,0.5914008678347205,6.25869,,6.2584875,8.138875,,8.2030125,0.9617642277546254,,0.953927829701569,50126.74194739998,,50144.26394325431,214,0,186,6981.040759999999,,6982.61945,0.6218811194945496,-0.47735701602153496,0.39126829305316324,1
23,7.1919336000000005,7.194148300000001,7.194300269999999,1.0416374521147174,1.0463482540100641,1.042294875246169,5.9539,5.8792,6.067,10.1536,10.1912,10.1147,1.08500858164804,1.0948446686699098,1.086378606964427,6.37265,6.389155,6.373495,0.35304527762140053,0.3528226013274023,0.34942390522983396,6.2937199999999995,6.2936125,6.2934975,8.311962499999998,8.31239,8.3120525,-1.6635860116316143,-1.6555249423780265,-1.6685904028648662,52808.917488456995,52850.61443106279,52844.334981886524,112,99,94,7191.9336,7194.1483,7194.300270000001,-0.19400531440628294,0.19659290573304977,-0.9999965194303405,1
24,7.48498369,7.4866163,7.48482183,0.9912409053328479,0.9939598890640959,0.9938267262713109,5.94897,5.8792,5.91094,10.2354,10.3885,10.1982,0.982558532405084,0.9879562610683099,0.987691561851151,8.044045,8.021985,8.00924,-0.022162649579521618,-0.030040863190995377,-0.03820063621669396,6.406085000000001,6.40615,6.370967499999999,8.35065,8.384945,8.34998,-1.508230081563971,-1.5142966078017523,-1.52653285153221,57007.53937197111,57037.37988449398,57010.249388695695,22,18,20,7484.98369,7486.6163,7484.82183,-0.7006285426056308,-0.696472445958209,0.9999831324605949,1
25,7.502162329999999,7.500556509999999,7.499711510000001,0.9146390905580577,0.9132732273482673,0.9156684969007178,5.4031199999999995,5.48276,5.291180000000001,10.2354,10.3885,10.1982,0.836564665976871,0.8340679877911199,0.8384487962164199,8.130505,8.13149,8.1311,-0.23975762718998436,-0.25430559823862303,-0.264242387929477,6.48326,6.481622499999999,6.446350000000001,8.2469,8.2465325,8.246590000000001,-1.429341986939114,-1.4467475647636918,-1.4429675192531453,57119.00429164786,57092.41594749449,57084.12152944289,82,78,74,7502.162329999999,7500.55651,7499.71151,0.8008098692245227,-0.8907371916615202,-0.44109140179165696,1
26,8.168724710000001,8.17299142,8.17311856,0.33562727466240866,0.33396774642738125,0.3293881242606151,5.4031199999999995,5.48276,5.291180000000001,8.92215,8.846689999999999,8.882819999999999,0.11264566749731589,0.11153445565378362,0.1084965364039264,8.20876,8.20907,8.208919999999999,-5.109756997544873,-5.199454584815657,-5.3190619354540525,8.1690475,8.16967,8.16956,8.2823525,8.282580000000001,8.28325,30.704062692125426,31.477530768703502,33.11258058305464,66840.7090552619,66909.3232070474,66908.36353222042,468,460,466,8168.72471,8172.99142,8173.118560000001,-0.9976943625377812,-0.452093780676769,0.3905158681050473,1
27,8.217603050000001,8.22505481,8.222387730000001,0.07407831669927106,0.07449029012269924,0.0738741073634538,7.98045,7.98128,7.98262,8.43467,8.47442,8.473410000000001,0.005487597004997502,0.005548803322563904,0.0054573837387471,8.20905,8.210055,8.208894999999998,-0.10301336122553627,0.034657612885318746,-0.004904410318432299,8.16976,8.17032,8.17019,8.2817,8.282960000000001,8.28305,-0.024205584451798767,-0.047542311302480655,-0.01310195278360382,67534.48748437427,67657.07543082665,67613.11736619331,520,492,506,8217.60305,8225.054809999998,8222.38773,0.7570147510319153,-0.8879962271985767,-0.9726916964007019,1
28,8.20326585,,,0.4521454598682569,,,5.148630000000001,4.99755,5.18695,15.4893,13.0624,16.2534,0.20443551687947747,,,8.20905,,,2.7039506097144295,,,8.1324075,,,8.285229999999999,,,73.59473353019524,,,67498.00612265569,,,351,0,0,8203.26585,,,0.9998989820079377,-0.9995644901808711,-0.9998829564093691,1
29,,,,,,,-1.32861,-0.9938110000000001,-1.30346,15.4893,13.0624,16.2534,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.7843213472358763,-0.7104531874613157,-0.9937948259807795,1
30,,6.241098180999999,6.2397608111,,2.1264007956005737,2.1224231757435112,,-0.9938110000000001,-1.30346,,10.9479,10.9018,,4.521580343530752,4.504680136933172,,7.733455,7.734125000000001,,-0.6208070127598259,-0.6305458485454914,,4.0576799999999995,4.05819,,7.88634,7.88577,,-0.673452826036463,-0.6305476754609676,,43472.88684841227,43439.2951166725,0,75,79,,6241.098181,6239.7608111,-1.0000000000000002,1.0,-0.6373305544008641,2
31,4.605170890999999,4.600997444,4.601834961500001,1.4002508580833462,1.3975906859955072,1.396824577978107,-0.26309,-0.381751,0.0308105,11.0599,10.9479,10.9018,1.960702465563147,1.9532597255813926,1.9511189016437165,4.09492,4.09425,4.09492,1.9415536984807928,1.947845895492497,1.9509980045584703,4.01929,4.01938,4.01971,4.17122,4.17046,4.17057,2.7881463382385325,2.8115120236260296,2.8236302666867914,23168.301400876877,23122.437205275928,23128.003914527435,342,335,365,4605.170891,4600.9974440000005,4601.8349615,0.9998969192578072,0.6538974135157571,0.6429670217658275,2
32,4.01192742,4.0097909,4.01181334,0.3756379919653277,0.38099175974027316,0.37397600127634445,1.36535,1.02386,1.2519200000000001,4.54946,4.55197,4.51014,0.1411039010077436,0.14515472098999002,0.1398580495306444,4.09385,4.09291,4.09387,-4.891610050527415,-4.937337413551244,-4.846912820933368,4.01929,4.01938,4.01953,4.13319,4.13277,4.13319,24.27577434903215,24.838798275077927,23.819374963297992,16236.665524355605,16223.5777827128,16234.504324532594,429,411,420,4011.92742,4009.7909,4011.8133399999997,-0.9945440628274062,-0.7361529458813347,0.6615329794426632,2
33,,,,,,,-2.12922,-1.89828,-2.0524299999999998,10.950999999999999,10.7567,10.7601,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.7591889035797118,-0.5167291402114206,-0.9495369826293446,2
34,,,,,,,-2.12922,-1.89828,-2.0524299999999998,10.950999999999999,10.7567,10.7601,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,-0.9704285443398192,-0.9462968709297586,0.8402728168428526,2
35,,,,,,,1.7085400000000002,1.74899,2.0893900000000003,10.3796,10.681,10.76,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.9592949525342311,-0.9974144418313073,-0.9771094637449236,2
36,,,,,,,-1.35388,-1.4986899999999999,-1.50078,10.3796,10.0371,10.1102,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,-0.8174769327800194,-0.6352857260273119,0.07452962651873749,2
37,,,,,,,-1.35388,-1.4986899999999999,-1.50078,12.1891,12.1917,12.1535,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,-0.8067852732109713,-0.9989383396005682,0.7787101344473696,2
38,,,,,,,2.72663,2.99258,2.76436,15.7243,16.0578,15.907,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,-0.9994550902616897,0.2044377212366205,-0.17201554595218757,2
39,,,,,,,2.72663,2.65069,2.72834,15.8151,16.0578,16.4962,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,-0.5564485126756192,0.36104737664599856,-0.9757412731587751,2
40,4.62070583,4.619304647,4.621772774999999,2.2908047635636937,2.289030954546726,2.288539934431454,1.33074,0.841467,0.879785,15.8151,15.7353,16.4962,5.247786464766111,5.239662710873095,5.237415031487524,3.6373599999999997,3.637885,3.638445,1.7526552047928898,1.7472556701235167,1.7554195990207893,3.37325,3.3733675000000005,3.37366,4.1283925,4.14458,4.1335774999999995,1.8094992244765074,1.7797742311911087,1.851157376228123,26598.708832162116,26577.638132668882,26598.19861521872,92,103,97,4620.705830000001,4619.304647,4621.7727749999995,0.961773170536471,-0.9804344665587821,-0.8890498741569894,2
41,3.40886425,3.409489177,3.411302825,0.3340650559978363,0.33626680720203667,0.33737722243424256,1.33074,0.841467,0.879785,4.81345,4.73609,4.66256,0.1115994616388375,0.11307536562585169,0.11382339021744438,3.33716,3.3377850000000002,3.33823,0.13672938267938053,-0.03532590999098089,0.08239865662563439,3.2590375,3.25943,3.25998,3.4881325,3.4873624999999997,3.4875525000000005,6.3270719900187355,7.392329105280105,6.673805317840067,11731.954936566906,11737.691813705997,11750.810354070423,206,225,227,3408.8642499999996,3409.4891770000004,3411.3028249999998,0.16259181242495316,-0.9119765647490649,-0.5530633008081789,2
42,3.9568525000000005,,3.96397382,1.6683913074534853,,1.6747477787459844,2.90499,2.63523,2.55675,12.1751,12.2894,12.4792,2.78352955478635,,2.8047801224146083,3.33624,,3.336755,2.5561866146394614,,2.558513170691072,3.2592999999999996,,3.26036,3.45103,,3.4599175000000004,5.400427656254498,,5.4341921568634675,18440.211261542605,,18517.868568060003,228,0,252,3956.8525,,3963.97382,-0.07519388451651463,-0.8600401541281534,-0.4441121096171959,2
43,6.1502513,,6.15900756,2.5427218921349835,,2.5477308774324743,2.90499,2.63523,2.55675,12.1751,12.2894,12.4792,6.46543462074251,,6.490932623822846,5.691535,,5.692155,0.1887249225201214,,0.1889172549097022,3.3746799999999997,,3.3755499999999996,9.1784025,,9.2147525,-1.5844287640061738,,-1.5820285804260519,44291.0256738942,,44424.30674796,55,0,53,6150.2513,,6159.00756,0.22798185369641294,-0.7486017873775165,0.4748918829345077,2
44,7.009122430000001,7.01435813,7.012383120000001,1.9751091967265495,1.9781359800361054,1.9778318008503315,2.50805,2.40004,2.69792,9.87427,9.79759,10.0627,3.9010563389937953,3.9130219555134027,3.9118186324548656,5.76971,5.769444999999999,5.7688749999999995,0.1782280850814534,0.16923373328961555,0.17616971613461582,5.317214999999999,5.301275,5.3096075,9.254437500000002,9.2580625,9.2877225,-1.7381025804990928,-1.7323533207914004,-1.7416121175155124,53028.85357772291,53114.2419314105,53085.33565411579,60,66,62,7009.12243,7014.35813,7012.3831199999995,-0.28257674775945124,0.4158225810694123,0.7548792216118748,2
45,5.8499428700000005,5.84875911,5.84985687,1.3982204461189456,1.403917737060939,1.3955573922931663,2.50805,2.40004,2.69792,9.74259,9.78004,9.63175,1.9550204159450633,1.970985012434308,1.9475804351841028,5.370704999999999,5.33615,5.336835000000001,1.8243885203341654,1.815224561047712,1.8271920674863795,5.21964,5.21946,5.22085,5.604235,5.59943,5.5998375,2.047192606533441,2.0403201165907445,2.043303676525557,36176.851998208906,36178.9681392423,36168.405834670295,168,184,176,5849.942870000001,5848.759109999999,5849.85687,0.6336330301891598,-0.66698998285645,-0.9990356181361261,2
